Datetime,WHITBYCGS,PORTLANDS-G1,PORTLANDS-G2,PORTLANDS-G3,Nuclear (MW),PICKERINGA-G1,PICKERINGA-G4,PICKERINGB-G5,PICKERINGB-G6,PICKERINGB-G7,PICKERINGB-G8,TADOUGLAS,HALTONHILLS-LT_G1,HALTONHILLS-LT_G2,HALTONHILLS-LT_G3,THOROLDCGS,GTAA-G1,GTAA-G2,GTAA-G3,Gas Fired (MW),BECK1,BECK2,BECK2 PGS,DECEWFALLS,DECEWND1,Hydro (MW),GRAND VALLEY 3,GRANDSF,GRANDWF,Wind (MW),Total Consumtion (MW),Temperature (K),WindSpeed (km/h),Humidity (%),Pressure (mbar)
2015-01-01 9:00,57,0,0,0,57,511,516,508,515,0,521,110,0,0,0,0,0,0,0,2681,90,1035,0,130,20,1275,0,0,141,141,4154,267.619,9,100,1028
2015-01-01 10:00,57,0,0,0,57,511,516,508,515,0,520,110,0,0,0,0,0,0,0,2680,91,972,0,131,20,1214,0,0,141,141,4092,268.1473333,9,100,1027
2015-01-01 11:00,57,0,0,0,57,511,516,508,515,0,520,110,0,0,0,0,0,0,0,2680,91,961,0,130,20,1202,0,0,131,131,4070,268.2946667,9,100,1027
2015-01-01 12:00,57,0,0,0,57,510,516,506,514,0,519,110,0,0,0,0,0,0,0,2675,90,995,0,129,20,1234,0,0,122,122,4088,268.502,9,100,1027
2015-01-01 13:00,57,0,0,0,57,509,515,507,513,0,518,110,0,0,0,0,0,0,0,2672,90,960,0,125,20,1195,0,0,132,132,4056,268.6293333,9,100,1026
2015-01-01 14:00,57,0,12,6,75,510,516,508,514,0,520,110,0,0,0,0,0,0,0,2678,90,925,0,123,20,1158,0,0,132,132,4043,268.8166667,9,100,1026
2015-01-01 15:00,57,0,32,25,114,511,516,507,513,0,520,108,0,0,0,0,0,0,0,2675,90,924,0,123,20,1157,0,0,135,135,4081,268.9455,9,98,1025
2015-01-01 16:00,57,0,114,70,241,510,515,507,513,0,519,68,0,0,0,0,0,0,0,2632,90,960,0,123,20,1193,0,0,136,136,4202,269.1523333,9,98,1025
2015-01-02 9:00,57,0,0,0,57,510,517,508,515,0,520,57,0,0,0,0,0,0,0,2627,91,1024,1,119,15,1250,0,0,88,88,4022,270.8975,6,93,1030
2015-01-02 10:00,57,0,0,5,62,512,518,508,515,0,520,57,0,0,0,0,0,0,0,2630,91,946,1,119,15,1172,0,0,95,95,3959,270.5693333,6,92,1031
2015-01-02 11:00,57,0,32,19,108,511,518,508,515,0,520,57,0,0,0,0,0,0,0,2629,89,920,1,117,15,1142,0,0,81,81,3960,270.3036667,5,94,1032
2015-01-02 12:00,56,19,119,71,265,510,518,507,515,0,520,57,0,0,0,1,0,0,0,2628,89,997,1,115,15,1217,0,0,59,59,4169,270.767,5,91,1033
2015-01-02 13:00,56,107,112,112,387,510,519,507,515,0,520,57,0,0,0,7,0,0,0,2635,89,979,1,113,15,1197,0,0,83,83,4302,270.2583333,4,95,1034
2015-01-02 14:00,56,113,112,148,429,510,518,508,513,0,520,57,0,0,0,18,0,0,0,2644,91,1048,1,114,15,1269,0,0,78,78,4420,270.4786667,4,93,1035
2015-01-02 15:00,56,113,112,149,430,512,518,508,515,0,519,57,0,0,0,19,0,0,0,2648,125,1322,1,113,15,1576,0,0,61,61,4715,271.02,5,90,1034
2015-01-02 16:00,57,113,113,149,432,511,518,508,515,0,520,57,0,0,0,46,0,0,0,2675,195,1250,5,112,15,1577,0,0,28,28,4712,271.1333333,5,89,1036
2015-01-03 9:00,57,0,0,5,62,506,514,507,513,0,519,116,0,0,0,7,0,0,0,2682,106,1203,1,123,4,1437,0,0,34,34,4215,267.8475,3,99,1043
2015-01-03 10:00,57,0,32,20,109,505,512,506,512,0,518,116,27,27,6,7,0,0,0,2736,389,1437,5,123,4,1958,0,0,19,19,4822,267.555,3,99,1043
2015-01-03 11:00,57,0,174,101,332,505,512,507,513,0,519,116,33,33,7,18,0,0,0,2763,405,1353,28,122,4,1912,0,0,30,30,5037,269.079,4,99,1043
2015-01-03 12:00,57,27,174,111,369,505,512,507,512,0,519,116,42,42,28,43,0,0,0,2826,414,1349,14,123,4,1904,0,0,18,18,5117,269.384,4,95,1043
2015-01-03 13:00,57,109,114,150,430,505,512,507,512,0,519,117,52,52,47,168,0,0,0,2991,171,1265,1,122,4,1563,0,0,4,4,4988,271.3143333,5,96,1042
2015-01-03 14:00,57,113,112,148,430,505,511,505,512,0,519,116,84,84,82,196,0,0,0,3114,98,1256,0,122,3,1479,0,0,1,1,5024,272.0256667,5,93,1042
2015-01-03 15:00,57,113,112,148,430,504,512,506,512,0,517,116,133,132,145,195,0,0,0,3272,106,1192,0,122,3,1423,0,0,3,3,5128,271.7855,5,98,1039
2015-01-03 16:00,56,114,113,149,432,506,513,507,513,0,519,116,133,133,147,195,0,0,0,3282,206,1273,3,122,5,1609,0,0,4,4,5327,272.814,5,92,1040
2015-01-04 9:00,57,0,0,0,57,511,518,510,516,0,521,115,0,0,0,0,0,0,0,2691,97,1131,0,125,13,1366,0,0,64,64,4178,276.404,1,97,1018
2015-01-04 10:00,57,0,0,0,57,512,519,509,514,0,520,115,0,0,0,0,0,0,0,2689,84,1019,0,124,20,1247,0,0,122,122,4115,276.483,0,97,1017
2015-01-04 11:00,57,0,0,0,57,511,519,510,515,0,520,114,0,0,0,0,0,0,0,2689,87,1166,0,118,19,1390,0,0,136,136,4272,276.47,0,97,1016
2015-01-04 12:00,57,0,0,0,57,511,519,510,516,0,521,114,0,0,0,0,0,0,0,2691,179,1253,0,117,11,1560,0,0,143,143,4451,276.735,0,97,1016
2015-01-04 13:00,57,0,0,0,57,511,519,508,515,0,521,115,0,0,10,0,0,0,0,2699,88,1217,0,125,10,1440,0,0,143,143,4339,276.6293333,1,98,1015
2015-01-04 14:00,57,0,0,0,57,510,518,508,514,0,520,115,56,56,10,0,0,0,0,2807,264,1357,0,127,10,1758,0,0,143,143,4765,276.8016667,1,98,1014
2015-01-04 15:00,56,0,0,0,56,510,517,508,514,0,520,116,80,80,52,0,0,0,0,2897,100,1286,0,128,10,1524,0,0,135,135,4612,277.825,3,96,1014
2015-01-04 16:00,56,0,0,0,56,510,518,509,515,0,518,115,139,139,148,0,0,0,0,3111,128,1123,0,131,10,1392,0,0,135,135,4694,277.7136667,2,97,1013
2015-01-05 9:00,57,0,0,0,57,0,518,508,515,0,520,116,131,130,140,0,0,0,0,2578,84,999,0,125,4,1212,0,0,141,141,3988,267.1405,8,100,1031
2015-01-05 10:00,57,0,0,0,57,0,518,507,514,0,520,116,131,130,140,10,0,0,0,2586,82,1075,0,125,4,1286,0,0,136,136,4065,266.7903333,8,100,1032
2015-01-05 11:00,57,0,25,4,86,0,518,509,514,0,520,116,32,31,20,11,0,0,0,2271,83,1076,0,125,4,1288,0,0,135,135,3780,266.1676667,8,100,1033
2015-01-05 12:00,57,22,26,12,117,0,518,509,514,0,520,116,0,0,0,18,0,0,0,2195,83,1088,0,125,4,1300,0,0,134,134,3746,266.142,8,100,1034
2015-01-05 13:00,57,36,39,82,214,0,518,509,515,0,521,116,56,57,1,18,0,0,0,2311,83,1010,0,124,4,1221,0,0,131,131,3877,265.3203333,8,100,1035
2015-01-05 14:00,57,115,114,145,431,0,518,509,515,0,519,116,108,108,84,57,0,1,0,2535,82,987,0,124,4,1197,0,0,113,113,4276,265.0956667,8,100,1036
2015-01-05 15:00,56,113,113,147,429,0,518,508,515,0,520,116,131,130,139,167,0,1,0,2745,83,989,0,124,4,1200,0,0,112,112,4486,265.4815,8,100,1036
2015-01-05 16:00,56,113,113,148,430,0,517,508,515,0,518,116,131,130,142,197,5,1,0,2780,92,1057,0,125,4,1278,0,0,128,128,4616,265.0533333,8,100,1037
2015-01-06 9:00,57,0,0,0,57,0,519,509,514,0,522,115,221,221,244,0,3,15,0,2883,38,1126,54,124,5,1347,0,0,1,1,4288,261.7775,4,100,1039
2015-01-06 10:00,57,0,0,0,57,0,519,509,516,0,521,115,213,213,190,0,8,22,1,2827,70,990,32,124,5,1221,0,0,11,11,4116,261.7913333,4,100,1040
2015-01-06 11:00,57,0,0,0,57,0,519,509,515,0,521,115,189,189,165,6,9,23,1,2761,71,1004,33,124,5,1237,0,0,27,27,4082,261.8946667,4,100,1039
2015-01-06 12:00,57,0,0,0,57,0,519,509,515,0,521,116,173,174,158,6,9,27,13,2740,71,948,25,122,5,1171,0,0,34,34,4002,262.436,4,100,1039
2015-01-06 13:00,57,10,9,5,81,0,519,506,515,0,522,116,205,205,174,18,21,28,20,2849,71,867,14,122,5,1079,0,0,39,39,4048,262.3933333,4,100,1037
2015-01-06 14:00,57,42,42,56,197,0,519,508,515,0,519,116,216,216,186,49,21,27,23,2915,71,851,8,122,5,1057,0,0,56,56,4225,262.7886667,4,100,1037
2015-01-06 15:00,56,115,115,145,431,0,519,509,515,0,517,116,156,156,151,171,19,25,22,2876,262,960,0,121,5,1348,0,0,76,76,4731,263.4855,4,100,1035
2015-01-06 16:00,56,116,115,148,435,0,519,509,515,0,522,116,132,132,138,196,18,22,19,2838,250,1292,0,121,5,1668,0,0,49,49,4990,263.7803333,4,100,1035
2015-01-07 9:00,57,120,115,148,440,0,520,504,515,0,522,115,132,131,138,0,15,18,9,2619,172,1164,0,121,5,1462,0,0,93,93,4614,263.036,8,100,1026
2015-01-07 10:00,57,120,115,149,441,0,518,506,515,0,522,114,132,131,139,0,15,18,16,2626,128,1220,0,120,5,1473,0,0,113,113,4653,263.704,7,100,1026
2015-01-07 11:00,57,120,115,149,441,0,518,506,516,0,522,114,132,131,137,9,15,18,11,2629,129,1199,0,120,5,1453,0,0,104,104,4627,262.318,7,100,1027
2015-01-07 12:00,57,120,115,149,441,0,518,508,516,0,522,114,132,131,138,10,15,18,16,2638,129,1136,0,120,5,1390,0,0,117,117,4586,261.2205,7,100,1029
2015-01-07 13:00,57,116,115,148,436,0,519,508,515,0,522,114,132,131,139,19,15,19,16,2649,92,976,0,117,5,1190,0,0,125,125,4400,259.7383333,8,100,1031
2015-01-07 14:00,57,115,115,148,435,0,519,508,516,0,520,115,132,131,138,45,16,20,19,2679,96,1125,0,116,5,1342,0,0,131,131,4587,258.5446667,8,100,1032
2015-01-07 15:00,57,115,115,148,435,0,519,508,512,0,522,115,132,131,138,171,17,19,20,2804,109,1158,0,116,5,1388,0,0,133,133,4760,259.1425,7,100,1033
2015-01-07 16:00,57,116,116,148,437,0,519,508,509,0,522,116,132,131,140,197,18,18,21,2831,335,1335,4,116,6,1796,0,0,117,117,5181,257.3516667,8,100,1035
2015-01-08 9:00,57,152,151,166,526,0,519,509,516,0,521,115,157,157,148,0,17,19,10,2688,406,1326,2,125,5,1864,0,0,102,102,5180,261.797,7,100,1038
2015-01-08 10:00,57,174,174,177,582,0,518,509,516,0,520,115,182,182,186,0,23,21,19,2791,371,1375,12,125,5,1888,0,0,133,133,5394,262.7833333,9,100,1038
2015-01-08 11:00,57,191,191,205,644,0,519,509,516,0,522,115,214,214,256,0,23,21,25,2934,402,1300,0,127,5,1834,0,0,140,140,5552,262.7516667,9,100,1038
2015-01-08 12:00,57,191,191,217,656,0,519,508,516,0,522,115,173,173,221,0,23,22,20,2812,405,1309,0,127,5,1846,0,0,140,140,5454,263.219,9,100,1037
2015-01-08 13:00,57,147,147,175,526,0,518,509,516,0,522,115,158,158,185,0,22,21,19,2743,404,1317,2,127,5,1855,0,0,134,134,5258,263.021,8,100,1037
2015-01-08 14:00,57,113,15,84,269,0,520,510,516,0,522,113,133,132,138,0,22,21,19,2646,402,1355,2,124,5,1888,0,0,130,130,4933,263.322,8,100,1037
2015-01-08 15:00,57,126,0,75,258,0,520,510,515,0,520,113,133,133,138,0,22,21,19,2644,399,1402,25,122,5,1953,0,0,134,134,4989,263.8895,9,100,1036
2015-01-08 16:00,56,127,75,104,362,0,520,510,515,0,522,113,134,134,138,0,21,21,18,2646,384,1331,3,119,5,1842,0,0,137,137,4987,264.1016667,9,100,1036
2015-01-09 9:00,57,0,0,0,57,0,520,508,516,20,522,112,133,133,139,0,15,18,13,2649,94,986,0,120,5,1205,0,0,141,141,4052,265.5995,9,100,1020
2015-01-09 10:00,57,0,0,0,57,0,518,510,515,29,522,113,133,133,140,0,14,17,17,2661,88,882,0,118,5,1093,0,0,133,133,3944,265.151,9,100,1020
2015-01-09 11:00,57,0,0,0,57,0,519,510,515,0,522,113,133,133,142,0,14,17,17,2635,90,1069,0,117,5,1281,0,0,135,135,4108,265.562,9,100,1020
2015-01-09 12:00,57,0,0,0,57,0,520,510,515,0,522,113,33,33,23,0,15,18,18,2320,93,1170,0,118,5,1386,0,0,132,132,3895,265.5885,8,100,1021
2015-01-09 13:00,57,0,0,0,57,0,516,510,515,33,522,113,0,0,2,0,18,20,19,2268,89,1154,0,121,5,1369,0,0,121,121,3815,266.1276667,9,100,1021
2015-01-09 14:00,57,0,0,0,57,0,519,510,515,44,522,113,63,63,3,7,15,19,18,2411,310,1257,0,123,5,1695,0,0,135,135,4298,266.2823333,8,100,1022
2015-01-09 15:00,57,0,0,0,57,0,517,510,515,44,522,113,114,114,74,14,14,18,17,2586,362,1343,0,120,5,1830,0,0,127,127,4600,267.187,8,100,1022
2015-01-09 16:00,57,0,0,0,57,0,515,510,515,55,521,113,134,134,143,18,13,18,17,2706,363,1284,0,119,5,1771,0,0,114,114,4648,267.0916667,8,100,1023
2015-01-10 9:00,56,0,0,0,56,0,520,441,499,165,509,108,0,0,0,0,14,17,17,2290,357,1222,1,116,5,1701,0,0,109,109,4156,261.606,7,100,1037
2015-01-10 10:00,56,0,0,0,56,0,520,442,498,165,508,108,0,0,0,0,14,18,17,2290,357,1377,12,117,5,1868,0,0,106,106,4320,261.2523333,7,100,1038
2015-01-10 11:00,56,0,0,0,56,0,520,442,498,165,508,108,0,0,0,0,14,19,18,2292,357,1277,1,120,5,1760,0,0,80,80,4188,261.3876667,7,100,1038
2015-01-10 12:00,57,0,0,0,57,0,520,397,498,164,508,108,0,0,0,0,22,22,22,2261,357,1302,0,120,5,1784,0,0,77,77,4179,262.227,7,100,1039
2015-01-10 13:00,57,0,0,0,57,0,520,332,501,165,512,108,0,0,0,0,22,21,20,2201,375,1327,1,117,5,1825,0,0,102,102,4185,262.1276667,7,100,1039
2015-01-10 14:00,57,0,0,0,57,0,519,309,502,167,514,108,0,0,0,0,22,20,22,2183,412,1332,6,117,5,1872,0,0,110,110,4222,262.7323333,7,100,1040
2015-01-10 15:00,57,0,0,0,57,0,519,301,502,166,519,108,51,51,10,0,19,19,18,2283,401,1300,0,118,5,1824,0,0,114,114,4278,263.164,8,100,1039
2015-01-10 16:00,8,0,0,0,8,0,519,293,496,160,516,108,88,88,31,0,17,19,18,2353,407,1323,2,118,5,1855,0,0,113,113,4329,263.8263333,8,100,1041
2015-01-11 9:00,0,0,0,0,0,0,508,300,0,169,512,108,53,53,3,0,21,21,18,1766,331,1165,4,121,5,1626,0,0,0,0,3392,263.6025,5,100,1044
2015-01-11 10:00,0,0,0,0,0,0,508,300,0,170,513,108,115,115,74,0,19,20,21,1963,288,1116,1,120,5,1530,0,0,0,0,3493,263.5226667,5,100,1044
2015-01-11 11:00,0,0,0,0,0,0,508,304,0,170,513,108,136,136,141,0,20,20,20,2076,250,1096,0,119,5,1470,0,0,0,0,3546,264.3443333,5,100,1044
2015-01-11 12:00,0,0,0,0,0,0,508,311,0,172,514,108,136,136,142,0,15,20,18,2080,313,1030,2,119,5,1469,0,0,0,0,3549,264.805,5,100,1044
2015-01-11 13:00,0,0,0,0,0,0,508,311,0,172,514,108,145,145,149,0,19,22,19,2112,341,1195,6,120,5,1667,0,0,0,0,3779,265.747,5,100,1043
2015-01-11 14:00,0,0,0,0,0,0,508,311,0,172,514,108,145,145,146,0,20,21,22,2112,357,1336,16,120,5,1834,0,0,0,0,3946,266.328,5,100,1043
2015-01-11 15:00,0,0,0,0,0,0,508,314,0,172,512,109,194,195,181,0,20,22,26,2253,357,1200,3,121,5,1686,0,0,0,0,3939,267.3865,5,98,1043
2015-01-11 16:00,0,0,0,0,0,0,507,314,0,171,510,109,161,161,159,0,19,22,22,2155,359,1204,3,122,5,1693,0,0,0,0,3848,267.8083333,5,99,1043
2015-01-12 9:00,57,37,37,52,183,0,497,0,0,172,511,115,172,172,200,9,18,24,26,1916,47,958,25,122,5,1157,0,0,0,0,3256,270.0625,4,99,1038
2015-01-12 10:00,57,116,114,146,433,0,497,0,0,170,509,115,206,204,216,9,21,25,25,1997,36,926,19,123,5,1109,0,0,0,0,3539,269.9356667,3,98,1038
2015-01-12 11:00,57,155,134,169,515,0,496,0,0,172,516,115,208,207,278,18,21,25,26,2082,36,932,21,122,5,1116,0,0,0,0,3713,269.8813333,3,99,1037
2015-01-12 12:00,57,129,129,163,478,0,495,0,0,171,520,117,208,207,251,18,21,24,26,2058,35,880,12,122,5,1054,0,0,0,0,3590,270.2715,3,98,1038
2015-01-12 13:00,57,121,120,152,450,0,494,0,0,173,520,118,209,207,212,34,22,25,26,2040,35,895,15,122,5,1072,0,0,0,0,3562,270.069,3,99,1037
2015-01-12 14:00,56,115,115,150,436,0,493,0,0,171,519,118,210,209,201,72,21,25,26,2065,35,973,20,122,5,1155,0,0,6,6,3662,270.311,3,99,1037
2015-01-12 15:00,56,130,128,156,470,0,492,0,0,173,519,118,212,211,239,168,21,24,24,2201,44,898,10,122,5,1079,0,0,21,21,3771,270.631,3,96,1037
2015-01-12 16:00,56,113,113,150,432,0,490,0,0,174,520,118,137,137,145,198,21,22,21,1983,91,940,2,122,5,1160,0,0,49,49,3624,270.847,3,97,1037
2015-01-13 9:00,57,121,120,152,450,0,484,0,0,263,516,116,0,211,111,0,23,23,20,1767,89,1226,13,125,5,1458,0,0,18,18,3693,256.724,4,100,1054
2015-01-13 10:00,57,157,157,169,540,0,485,0,0,261,518,115,0,222,119,3,24,23,21,1791,88,1280,14,125,5,1512,0,0,10,10,3853,255.946,4,100,1055
2015-01-13 11:00,57,190,189,208,644,0,484,0,0,264,518,113,0,222,119,3,24,22,27,1796,94,1219,15,125,5,1458,0,0,5,5,3903,255.52,4,100,1055
2015-01-13 12:00,57,146,145,179,527,0,484,0,0,263,518,111,79,221,120,19,24,22,26,1887,85,1260,13,126,5,1489,0,0,7,7,3910,256.372,4,100,1055
2015-01-13 13:00,57,166,166,193,582,0,483,0,0,262,518,110,125,206,168,49,23,22,27,1993,52,1251,14,124,5,1446,0,0,8,8,4029,255.52,3,100,1056
2015-01-13 14:00,57,127,126,165,475,0,484,0,0,263,518,109,196,212,175,172,24,21,24,2198,52,1187,8,123,5,1375,0,0,16,16,4064,255.946,3,100,1057
2015-01-13 15:00,56,124,123,154,457,0,481,0,0,262,518,116,216,216,207,198,23,21,20,2278,51,1182,8,122,5,1368,0,0,20,20,4123,257.4475,3,100,1056
2015-01-13 16:00,56,127,129,155,467,0,482,0,0,263,517,117,179,181,190,198,18,15,19,2179,51,1182,9,122,5,1369,0,0,19,19,4034,257.515,2,100,1057
2015-01-14 9:00,57,157,156,189,559,0,468,0,0,263,518,109,193,193,165,0,22,23,25,1979,118,1228,7,120,5,1478,0,0,5,5,4021,258.8515,2,100,1046
2015-01-14 10:00,57,132,131,167,487,0,468,0,0,261,516,110,214,214,183,10,21,22,24,2043,121,1171,1,120,5,1418,0,0,19,19,3967,259.6626667,2,100,1045
2015-01-14 11:00,57,112,112,148,429,0,468,0,0,263,518,110,220,220,184,11,21,21,20,2056,117,1221,2,120,5,1465,0,0,14,14,3964,258.9793333,1,100,1044
2015-01-14 12:00,57,124,125,153,459,0,467,0,0,261,518,111,218,219,198,18,21,22,20,2073,113,1227,6,120,5,1471,0,0,13,13,4016,261.381,2,100,1044
2015-01-14 13:00,57,187,187,208,639,0,467,0,0,264,519,111,217,218,253,48,21,22,20,2160,145,1188,1,122,5,1461,0,0,7,7,4267,259.6693333,1,100,1043
2015-01-14 14:00,56,129,128,163,476,0,466,0,0,263,518,111,217,217,188,171,20,21,20,2212,81,1310,11,124,5,1531,0,0,0,0,4219,261.0426667,1,100,1043
2015-01-14 15:00,56,127,126,155,464,0,463,0,0,264,518,112,199,199,177,198,19,21,19,2189,143,1164,1,123,5,1436,0,0,0,0,4089,262.7405,1,97,1042
2015-01-14 16:00,56,113,112,149,430,0,464,0,0,261,516,113,159,163,153,198,19,21,18,2085,142,1204,4,122,5,1477,0,0,0,0,3992,264.0056667,1,98,1042
2015-01-15 9:00,56,115,115,149,435,0,449,0,0,264,519,115,185,185,164,198,19,21,20,2139,117,1281,11,120,5,1534,0,0,79,79,4187,258.824,3,100,1036
2015-01-15 10:00,57,131,139,159,486,0,449,0,0,264,519,115,191,191,170,203,22,20,22,2166,91,1244,6,119,5,1465,0,0,79,79,4196,258.196,3,100,1036
2015-01-15 11:00,56,135,171,174,536,0,449,0,0,262,519,115,217,218,203,260,21,21,20,2305,91,1275,1,120,5,1492,0,0,113,113,4446,258.745,3,100,1035
2015-01-15 12:00,57,168,185,198,608,0,448,0,0,264,517,115,216,217,262,267,22,22,20,2370,92,1288,1,101,5,1487,0,0,137,137,4602,259.6675,3,100,1035
2015-01-15 13:00,56,118,135,155,464,0,447,0,0,264,519,115,214,214,186,267,22,22,20,2290,60,1316,1,64,8,1449,0,0,138,138,4341,260.092,3,100,1034
2015-01-15 14:00,56,113,112,148,429,0,447,0,0,263,518,115,211,212,181,267,21,21,20,2276,63,1327,5,104,8,1507,0,0,141,141,4353,260.89,3,100,1034
2015-01-15 15:00,56,113,114,148,431,0,445,0,0,263,518,115,196,196,174,265,20,20,21,2233,82,1346,4,123,5,1560,0,0,141,141,4365,262.2665,4,100,1032
2015-01-15 16:00,56,113,115,148,432,0,445,0,0,261,518,115,140,143,150,233,19,20,21,2065,161,1276,2,120,5,1564,0,0,142,142,4203,262.8716667,4,100,1032
2015-01-16 9:00,57,0,113,72,242,0,433,0,0,264,518,116,135,135,143,197,21,21,17,2000,377,1283,9,120,5,1794,0,0,109,109,4145,269.3065,6,95,1023
2015-01-16 10:00,57,0,113,72,242,0,432,0,17,265,519,115,131,132,137,197,19,21,20,2005,94,1132,0,122,5,1353,0,0,96,96,3696,269.8783333,6,92,1023
2015-01-16 11:00,57,0,113,72,242,0,430,0,56,264,519,117,131,132,138,197,19,21,19,2043,177,1255,0,122,5,1559,0,0,78,78,3922,268.8186667,6,95,1024
2015-01-16 12:00,57,35,113,72,277,0,429,0,62,264,519,117,131,132,135,197,19,21,19,2045,91,1057,0,120,5,1273,0,0,85,85,3680,268.5525,6,93,1026
2015-01-16 13:00,57,113,15,83,268,0,429,0,83,264,519,117,131,132,135,197,18,21,19,2065,93,1030,0,117,5,1245,0,0,78,78,3656,267.2283333,6,98,1027
2015-01-16 14:00,57,113,0,72,242,0,428,0,99,264,519,117,131,132,136,197,18,21,19,2081,167,1257,2,115,5,1546,0,0,49,49,3918,266.6976667,6,98,1028
2015-01-16 15:00,56,113,22,72,263,0,428,0,95,265,519,117,138,139,139,214,19,20,19,2112,271,1337,21,112,5,1746,0,0,41,41,4162,266.578,6,98,1029
2015-01-16 16:00,56,113,108,143,420,0,427,0,120,264,517,117,132,132,137,201,18,20,19,2104,105,1036,7,112,5,1265,0,0,33,33,3822,265.9103333,7,98,1030
2015-01-17 9:00,57,0,168,94,319,0,414,0,271,264,518,106,218,218,215,264,22,23,24,2557,134,1400,21,112,5,1672,0,0,40,40,4588,257.4135,2,100,1040
2015-01-17 10:00,57,0,190,113,360,0,413,0,319,263,519,107,216,217,275,265,22,23,26,2665,300,1350,35,113,5,1803,0,0,29,29,4857,256.684,2,100,1040
2015-01-17 11:00,57,0,189,113,359,0,412,0,432,263,518,107,208,209,264,263,22,23,25,2746,320,1303,26,113,5,1767,0,0,42,42,4914,257.481,3,100,1040
2015-01-17 12:00,57,0,171,99,327,0,411,0,448,263,518,105,202,203,236,262,22,22,24,2716,152,1316,4,117,5,1594,0,0,28,28,4665,260.756,3,100,1038
2015-01-17 13:00,56,0,128,78,262,0,409,0,448,262,518,104,174,175,205,258,22,21,23,2619,150,1311,0,118,5,1584,0,0,14,14,4479,260.727,4,100,1038
2015-01-17 14:00,56,35,42,48,181,0,410,0,447,262,517,105,131,132,136,208,20,21,21,2410,141,1286,0,121,5,1553,0,0,9,9,4153,263.176,4,100,1037
2015-01-17 15:00,56,105,3,67,231,0,409,0,445,263,517,106,131,132,136,89,16,18,20,2282,90,1022,0,120,5,1237,0,0,32,32,3782,263.712,4,90,1035
2015-01-17 16:00,56,114,78,119,367,0,408,0,444,262,517,106,131,132,136,0,16,18,20,2190,91,960,0,120,5,1176,0,0,97,97,3830,266.7986667,5,93,1034
2015-01-18 9:00,0,0,0,0,0,0,395,0,515,436,520,107,0,0,0,0,0,0,0,1973,107,1239,0,116,5,1467,0,0,87,87,3527,276.933,8,81,1018
2015-01-18 10:00,0,0,0,0,0,0,396,0,515,444,520,106,0,0,0,0,0,0,0,1981,94,1079,0,116,5,1294,0,0,85,85,3360,277.1676667,8,81,1018
2015-01-18 11:00,0,0,0,0,0,0,396,0,515,446,520,106,0,0,0,0,0,0,0,1983,105,1284,0,119,5,1513,0,0,77,77,3573,276.7743333,8,86,1018
2015-01-18 12:00,0,0,0,0,0,0,395,0,514,446,520,106,0,0,0,17,0,0,0,1998,92,1207,0,119,5,1423,0,0,81,81,3502,276.694,7,84,1018
2015-01-18 13:00,0,12,13,5,30,0,396,0,512,487,520,106,0,0,0,18,0,0,0,2039,207,1371,0,119,5,1702,0,0,92,92,3863,276.1963333,7,91,1018
2015-01-18 14:00,44,38,38,64,184,0,395,0,514,502,519,106,0,0,0,58,0,0,0,2094,164,1339,0,119,5,1627,0,0,94,94,3999,276.0116667,7,92,1019
2015-01-18 15:00,56,115,114,145,430,0,395,0,513,502,518,106,0,0,0,167,14,17,0,2232,122,1291,0,118,5,1536,0,0,86,86,4284,276.518,6,89,1018
2015-01-18 16:00,56,115,115,148,434,0,395,0,513,500,519,106,0,0,0,197,15,19,0,2264,150,1129,0,118,5,1402,0,0,60,60,4160,276.103,5,90,1018
2015-01-19 9:00,57,113,113,148,431,0,396,0,520,501,520,115,131,136,144,196,17,20,19,2715,293,1354,2,61,17,1727,0,0,21,21,4894,270.4015,5,94,1024
2015-01-19 10:00,57,129,128,154,468,0,395,0,521,503,518,116,156,156,155,198,22,22,25,2787,350,1390,4,60,17,1821,0,0,35,35,5111,270.219,5,94,1024
2015-01-19 11:00,57,115,114,150,436,0,394,0,521,502,519,116,155,155,160,195,21,20,26,2784,351,1319,0,60,18,1748,0,0,36,36,5004,269.556,5,96,1025
2015-01-19 12:00,56,113,113,148,430,0,394,0,520,507,520,115,131,136,145,194,17,19,20,2718,228,1340,0,61,18,1647,0,0,33,33,4828,269.631,5,95,1025
2015-01-19 13:00,56,12,13,25,106,0,395,0,520,507,520,115,129,135,144,195,15,18,19,2712,162,1356,0,62,18,1598,0,0,75,75,4491,268.722,5,97,1026
2015-01-19 14:00,57,0,0,0,57,0,395,0,519,507,520,116,129,135,143,194,15,18,19,2710,245,1374,0,62,18,1699,0,0,78,78,4544,268.551,5,97,1026
2015-01-19 15:00,56,34,36,30,156,0,395,0,520,509,520,115,129,135,143,194,14,18,19,2711,118,1203,0,62,18,1401,0,0,52,52,4320,268.926,5,95,1026
2015-01-19 16:00,56,113,114,145,428,0,394,0,519,509,519,115,129,135,142,195,14,18,19,2708,141,1149,0,61,17,1368,0,0,39,39,4543,268.573,5,96,1027
2015-01-20 9:00,56,113,113,147,429,0,395,0,518,506,519,110,143,143,147,196,21,21,21,2740,306,1289,12,115,5,1727,0,0,7,7,4903,261.998,3,100,1029
