Date,Pressure,Humidity,T2,Temperature
22/07/2018,1010,78,20.3,293.3
23/07/2018,1013.958,79.041,22.45,295.45
24/07/2018,1016.15,79.083,23.4,296.4
25/07/2018,1014.833,74.833,23.0625,296.0625
26/07/2018,1011.167,69.333,23.0958,296.0958
27/07/2018,1013.042,59.91,21.9803,294.9803
28/07/2018,1016,61.0416,21.033,294.033
29/07/2018,1028,69.8533,21.033,294.033
