Datetime,WHITBYCGS,PORTLANDS-G1,PORTLANDS-G2,PORTLANDS-G3,PICKERINGA-G1,PICKERINGA-G4,PICKERINGB-G5,PICKERINGB-G6,PICKERINGB-G7,PICKERINGB-G8,TADOUGLAS,HALTONHILLS-LT_G1,HALTONHILLS-LT_G2,HALTONHILLS-LT_G3,THOROLDCGS,GTAA-G1,GTAA-G2,GTAA-G3,BECK1,BECK2,BECK2 PGS,DECEWFALLS,DECEWND1,GRAND VALLEY 3,GRANDSF,GRANDWF,Sum_Consumption,Temperature,WindSpeed,Humidity,Pressure
2015-01-02 17:00,57,175,175,202,511,517,508,516,0,520,56,0,0,0,98,0,0,0,411,1389,21,112,16,0,0,17,5301,271.5676667,5,86,1036
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02 18:00,57,132,132,171,511,518,508,516,0,520,57,0,0,0,199,0,0,0,414,1328,31,112,11,0,0,5,5222,271.393,5,87,1037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02 19:00,57,124,124,154,511,518,508,516,0,521,55,0,0,0,196,0,0,0,408,1389,8,112,10,0,0,2,5213,272.0303333,5,83,1036
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02 20:00,56,113,113,150,511,518,508,516,0,521,58,0,0,0,196,0,0,0,397,1409,27,116,10,0,0,0,5219,272.0586667,5,83,1037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02 21:00,56,12,15,24,511,519,509,516,0,518,60,0,0,0,195,0,0,0,356,1394,13,117,10,0,0,0,4825,270.855,5,88,1038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02 22:00,56,0,0,0,511,518,509,514,0,520,60,0,0,0,227,0,0,0,397,1376,16,117,10,0,0,2,4833,271.294,5,86,1038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02 23:00,56,0,0,0,511,518,508,515,0,520,60,0,0,0,223,0,0,0,301,1361,0,116,10,0,0,15,4714,270.501,4,89,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-03 8:00,57,0,0,0,507,516,508,513,0,519,116,0,0,0,0,0,0,0,106,1204,0,121,4,0,0,35,4206,265.718,2,100,1044
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-03 17:00,57,177,142,189,506,513,507,511,0,517,116,194,191,236,192,0,0,0,371,1401,10,123,5,0,0,6,5964,272.891,5,95,1038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-03 18:00,56,179,142,192,507,514,507,513,0,520,116,196,194,267,11,0,0,0,413,1368,30,122,5,0,0,10,5862,273.232,5,95,1037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-03 19:00,56,114,116,152,506,514,507,513,0,520,115,137,136,152,0,0,0,0,379,1360,8,120,5,0,0,17,5427,273.221,5,98,1035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-03 20:00,56,48,52,70,505,514,508,514,0,519,115,150,150,154,0,0,0,0,399,1399,24,120,5,0,0,27,5329,273.474,5,99,1034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-03 21:00,56,0,0,0,508,514,509,514,0,519,115,132,131,143,0,0,0,0,288,1398,13,120,5,0,0,21,4986,274.318,5,98,1033
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-03 22:00,57,0,0,0,508,513,509,514,0,521,115,43,43,23,0,0,0,0,86,1334,0,121,6,0,0,6,4399,274.374,5,99,1031
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-03 23:00,57,0,0,0,510,517,509,515,0,521,115,0,0,0,0,0,0,0,121,1152,0,122,8,0,0,22,4169,275.021,5,99,1030
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-04 8:00,57,0,0,0,510,518,510,515,0,522,115,0,0,0,0,0,0,0,98,1239,0,126,9,0,0,22,4241,276.4476667,0,96,1019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-04 17:00,57,0,0,0,510,516,509,514,0,520,115,135,135,147,0,0,0,0,99,1086,0,134,10,0,0,133,4620,278.4533333,4,95,1012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-04 18:00,57,0,0,0,511,519,509,514,0,521,115,133,132,144,0,0,0,0,89,1003,0,133,9,0,0,121,4510,276.914,4,95,1014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-04 19:00,56,0,0,0,510,518,509,514,0,521,116,133,132,147,0,0,0,0,95,1014,0,131,5,0,0,125,4526,278.4133333,6,93,1013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-04 20:00,56,0,0,0,511,518,509,514,0,519,117,133,132,139,0,0,0,0,94,992,0,120,4,0,0,132,4490,277.6336667,7,92,1014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-04 21:00,56,0,0,0,48,517,509,513,0,521,118,133,132,142,0,0,0,0,105,1115,0,119,4,0,0,143,4175,276.913,5,97,1016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-04 22:00,57,0,0,0,0,518,508,514,0,520,117,42,42,23,0,0,0,0,98,1155,0,119,4,0,0,141,3858,276.1136667,7,94,1016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-04 23:00,57,0,0,0,0,518,509,515,0,521,117,0,0,0,0,0,0,0,97,1121,0,119,4,0,0,142,3720,275.3733333,6,97,1018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05 8:00,57,0,0,0,0,519,509,515,0,520,116,131,130,140,0,0,0,0,84,977,0,125,4,0,0,143,3970,267.854,8,100,1030
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05 17:00,57,118,117,149,0,518,509,513,0,515,116,159,159,155,197,1,0,0,296,1337,0,121,5,0,0,109,5151,265.2356667,8,100,1038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05 18:00,57,112,112,149,0,518,509,514,0,515,116,208,208,181,196,16,0,0,410,1283,1,120,5,0,0,62,5292,264.858,8,100,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05 19:00,57,111,111,147,0,518,509,515,0,516,115,173,174,165,196,0,0,0,408,1344,6,116,5,0,0,56,5242,265.227,8,100,1038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05 20:00,56,121,118,151,0,518,509,515,0,516,115,202,202,198,195,0,0,0,407,1346,9,117,5,0,0,75,5375,265.036,8,100,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05 21:00,56,136,134,158,0,519,509,515,0,516,115,165,165,154,195,0,0,0,407,1327,13,118,5,0,0,93,5300,264.477,7,100,1040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05 22:00,57,15,114,86,0,518,509,513,0,514,116,37,37,26,32,0,0,0,393,1423,33,120,5,0,0,94,4642,264.4086667,7,100,1040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05 23:00,57,0,16,13,0,518,509,514,0,516,115,0,0,0,0,0,0,0,388,1392,21,122,5,0,0,91,4277,263.9723333,7,100,1041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06 8:00,57,0,0,0,0,519,509,516,0,522,115,208,209,195,0,1,0,0,361,1298,67,124,5,0,0,0,4706,261.6443333,5,100,1041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06 17:00,56,112,112,147,0,518,509,515,0,521,115,131,131,139,196,19,22,20,253,1214,0,122,5,0,0,66,4923,264.3766667,5,100,1034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06 18:00,57,117,117,149,0,518,509,515,0,522,115,133,132,141,196,21,25,20,349,1282,0,124,5,0,0,101,5148,264.1585,5,100,1034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06 19:00,57,115,115,148,0,519,509,515,0,522,115,133,132,140,196,16,20,19,314,1286,0,124,5,0,0,113,5113,265.0263333,5,100,1032
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06 20:00,56,112,112,147,0,519,509,513,0,520,115,133,132,140,196,14,18,19,118,1270,0,124,5,0,0,133,4905,265.0796667,6,100,1032
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06 21:00,56,112,15,87,0,519,509,515,0,522,114,133,132,141,195,14,18,19,328,1323,0,123,5,0,0,137,5017,264.8445,6,100,1031
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06 22:00,56,112,0,72,0,520,509,516,0,522,115,34,34,23,31,13,17,19,312,1345,0,123,5,0,0,136,4514,264.994,6,100,1030
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06 23:00,56,112,0,72,0,519,509,516,0,522,115,0,0,0,0,13,16,19,158,1137,0,123,5,0,0,139,4031,264.855,7,100,1029
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07 8:00,57,131,131,160,0,519,506,513,0,522,115,148,147,145,0,5,18,1,392,1218,0,122,5,0,0,115,4970,265.1066667,7,100,1024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07 17:00,57,185,184,195,0,519,508,509,0,522,115,202,202,210,206,17,20,24,397,1349,16,119,6,0,0,54,5616,257.3523333,7,100,1036
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07 18:00,57,135,135,167,0,519,508,509,0,520,113,178,179,203,195,17,20,23,370,1270,26,118,8,0,0,34,5304,257.1225,7,100,1037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07 19:00,57,157,156,188,0,518,508,509,0,522,113,175,176,194,195,17,17,21,403,1343,0,118,8,0,0,33,5428,257.2,7,100,1038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07 20:00,57,192,190,218,0,518,508,509,0,522,112,180,180,211,185,19,19,25,402,1274,0,118,5,0,0,36,5480,257.047,7,100,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07 21:00,57,160,159,178,0,519,508,509,0,522,112,198,198,212,3,20,20,25,407,1298,0,117,5,0,0,91,5318,256.6435,6,100,1040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07 22:00,57,157,156,182,0,519,508,510,0,519,111,173,174,191,0,21,20,26,407,1329,0,120,5,0,0,118,5303,256.574,6,100,1041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07 23:00,57,118,117,150,0,519,508,515,0,521,107,155,155,154,0,20,21,21,393,1337,0,119,5,0,0,131,5123,256.254,6,100,1042
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08 8:00,57,146,145,163,0,519,509,516,0,522,115,162,162,153,0,16,17,8,406,1263,0,123,5,0,0,73,5080,262.168,8,100,1038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08 17:00,56,113,113,147,0,519,509,516,0,522,113,133,131,139,0,21,21,18,216,1277,0,118,5,0,0,138,4825,264.5803333,9,100,1035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08 18:00,56,113,113,147,0,519,509,516,0,522,115,133,131,139,0,21,21,18,289,1382,0,119,5,0,0,138,5006,264.266,9,100,1034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08 19:00,57,113,113,147,0,519,509,516,0,522,116,137,137,142,0,21,21,18,223,1347,0,118,5,0,0,137,4918,265.009,9,100,1033
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08 20:00,57,120,120,150,0,519,509,516,0,521,116,138,138,142,0,21,21,19,402,1336,0,119,5,0,0,137,5106,264.959,9,100,1032
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08 21:00,56,171,171,185,0,520,508,516,0,521,115,176,176,185,0,22,22,20,386,1320,2,119,5,0,0,137,5333,264.5015,9,100,1032
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08 22:00,57,13,89,72,0,520,507,516,0,522,115,134,133,143,0,22,22,19,292,1346,7,119,5,0,0,137,4790,264.5873333,9,100,1031
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08 23:00,56,0,0,0,0,519,507,515,0,522,109,36,36,18,4,23,22,18,81,904,0,122,5,0,0,136,3633,264.2656667,9,100,1031
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09 8:00,57,0,0,0,0,520,505,515,20,522,112,134,134,141,0,15,18,1,119,1154,0,121,5,0,0,144,4237,264.902,9,100,1020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09 17:00,57,0,0,0,0,518,510,516,97,522,113,133,133,140,33,19,21,21,390,1355,0,121,5,0,0,95,4799,267.7463333,8,100,1024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09 18:00,57,0,0,0,0,518,490,516,96,521,113,131,130,139,129,22,22,26,381,1335,0,122,5,0,0,98,4851,266.844,8,100,1025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09 19:00,57,0,0,0,0,518,463,516,96,522,113,131,130,138,196,22,22,24,373,1340,0,123,5,0,0,107,4896,268.0176667,7,100,1025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09 20:00,57,0,0,0,0,518,463,513,102,522,114,131,131,137,196,23,22,26,397,1322,1,123,5,0,0,114,4917,267.6343333,7,100,1026
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09 21:00,57,0,0,0,0,517,463,515,159,521,114,131,130,138,196,22,21,26,399,1336,4,123,5,0,0,116,4993,266.901,8,100,1027
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09 22:00,57,0,0,0,0,518,456,515,171,518,114,131,130,139,196,19,19,19,402,1268,1,123,5,0,0,119,4920,266.6343333,7,100,1028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09 23:00,57,0,0,0,0,518,452,516,174,519,110,31,31,19,196,17,18,18,390,1396,23,126,5,0,0,119,4735,266.0176667,8,100,1029
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-10 8:00,57,0,0,0,0,520,438,502,165,509,108,0,0,0,0,14,17,14,358,1253,0,114,5,0,0,110,4184,261.3076667,7,100,1037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-10 17:00,0,0,0,0,0,518,294,490,159,511,108,159,160,141,0,18,19,21,398,1349,23,121,5,0,0,113,4607,264.3156667,8,100,1040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-10 18:00,0,0,0,0,0,514,294,489,161,512,109,135,134,140,0,17,19,19,402,1265,15,121,5,0,0,113,4464,264.047,8,100,1040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-10 19:00,0,0,0,0,0,514,294,489,162,513,109,131,130,138,0,14,17,17,394,1255,0,121,5,0,0,114,4417,264.789,8,100,1040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-10 20:00,0,0,0,0,0,515,291,489,155,512,109,131,130,140,0,14,18,13,389,1287,0,122,5,0,0,115,4435,264.773,8,100,1040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-10 21:00,0,0,0,0,0,514,293,489,153,512,108,131,130,139,0,15,17,13,387,1222,0,121,5,0,0,115,4364,264.2005,8,100,1041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-10 22:00,0,0,0,0,0,514,297,493,153,513,108,131,130,140,0,20,18,14,384,1231,0,121,5,0,0,115,4387,264.37,8,100,1040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-10 23:00,0,0,0,0,0,518,295,486,148,503,107,131,130,140,0,21,18,15,381,1271,4,121,5,0,0,114,4408,263.983,8,100,1041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-11 8:00,0,0,0,0,0,508,301,0,170,513,108,0,0,3,0,20,22,2,288,1428,40,122,5,0,0,0,3530,262.4803333,5,100,1044
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-11 17:00,0,0,0,0,0,508,314,0,172,511,109,188,188,174,0,19,22,26,357,1205,7,122,5,0,0,0,3927,268.7076667,6,98,1042
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-11 18:00,0,0,0,0,0,507,315,0,172,513,109,150,150,158,0,19,21,25,353,1150,0,122,5,0,0,0,3769,268.7955,5,98,1042
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-11 19:00,0,0,0,0,0,506,314,0,172,513,109,131,130,147,0,18,21,22,341,1134,1,121,5,0,0,0,3685,269.9653333,5,96,1042
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-11 20:00,0,0,0,0,0,506,315,0,173,514,109,131,130,141,0,18,22,17,332,1206,1,120,5,0,0,0,3740,270.3236667,5,96,1041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-11 21:00,0,0,0,0,0,505,315,0,172,514,108,131,130,140,0,19,22,16,213,1146,0,120,5,0,0,0,3556,269.7885,6,98,1042
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-11 22:00,0,0,0,0,0,505,315,0,173,514,109,135,31,88,0,19,22,17,132,1153,0,119,5,0,0,0,3337,270.4446667,5,97,1041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-11 23:00,0,0,0,0,0,504,314,0,173,513,109,150,0,72,0,19,22,18,339,1223,0,119,5,0,0,0,3580,270.2073333,5,98,1041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12 8:00,57,24,25,18,0,498,0,0,172,511,116,207,205,241,0,19,24,27,143,725,8,121,5,0,0,0,3146,270.0926667,4,97,1038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12 17:00,56,112,112,149,0,487,0,0,174,520,119,148,148,147,198,20,21,21,90,1373,5,120,5,0,0,54,4079,271.141,3,95,1037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12 18:00,56,113,112,149,0,484,0,0,174,520,118,140,140,145,198,18,20,20,122,1309,4,119,5,0,0,72,4038,270.3175,4,95,1038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12 19:00,56,113,112,149,0,482,0,0,174,520,117,132,131,139,186,20,20,20,69,1376,9,119,5,0,0,74,4023,270.984,4,92,1038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12 20:00,57,114,113,149,0,480,0,0,173,520,117,141,140,143,3,18,20,21,56,1310,6,119,5,0,0,82,3787,270.533,4,91,1038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12 21:00,57,113,113,149,0,480,0,0,174,519,117,174,174,159,0,21,21,24,158,1277,7,119,5,0,0,73,3934,269.0455,4,96,1040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12 22:00,56,123,123,153,0,485,0,0,174,500,117,183,183,165,0,23,22,25,39,1388,19,119,5,0,0,69,3971,268.94,5,93,1041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12 23:00,56,113,113,149,0,486,0,0,174,499,116,132,131,137,0,22,22,23,36,1294,11,119,5,0,0,75,3713,267.798,6,96,1042
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13 8:00,57,131,131,162,0,485,0,0,262,518,116,0,184,98,0,23,22,22,92,1173,10,125,5,0,0,35,3651,257.0326667,5,100,1053
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13 17:00,56,126,126,155,0,481,0,0,261,518,118,176,178,184,197,20,20,23,51,1278,13,123,5,0,0,30,4139,258.658,2,100,1056
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13 18:00,56,119,118,153,0,481,0,0,264,518,117,177,177,182,152,22,21,23,51,1248,11,123,5,0,0,56,4074,258.8525,2,100,1055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13 19:00,57,162,161,171,0,480,0,0,263,518,116,170,170,184,0,23,21,26,52,1244,8,124,5,0,0,67,4022,260.3116667,2,100,1055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13 20:00,57,147,146,166,0,479,0,0,262,518,116,170,170,190,0,22,20,23,52,1187,1,123,5,0,0,69,3923,260.8223333,2,100,1054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13 21:00,57,113,113,150,0,479,0,0,263,518,114,216,216,244,0,19,20,20,52,1076,1,123,5,0,0,67,3866,258.978,2,100,1054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13 22:00,57,122,121,152,0,479,0,0,264,516,113,206,206,222,0,21,20,22,52,1116,2,123,5,0,0,75,3894,260.2736667,1,100,1053
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13 23:00,57,168,167,177,0,478,0,0,263,518,112,221,221,212,0,23,22,26,52,1245,0,123,5,0,0,66,4156,259.2143333,1,100,1053
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14 8:00,57,163,162,191,0,470,0,0,262,518,110,198,198,167,0,22,23,16,92,1272,11,120,5,0,0,2,4059,260.033,3,100,1046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14 17:00,56,112,112,148,0,464,0,0,264,518,115,143,146,150,198,21,21,19,101,1247,7,123,5,0,0,5,3975,265.5953333,1,97,1041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14 18:00,56,112,112,148,0,463,0,0,262,518,115,138,141,147,198,21,21,19,139,1163,0,122,5,0,0,30,3930,264.6455,1,94,1040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14 19:00,57,114,113,149,0,463,0,0,263,518,114,142,147,148,198,22,21,19,145,1218,4,121,5,0,0,42,4023,267.0816667,2,93,1040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14 20:00,56,127,127,155,0,462,0,0,264,517,114,207,207,224,202,21,21,22,102,1239,6,120,5,0,0,40,4238,266.9783333,1,91,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14 21:00,56,129,128,154,0,460,0,0,261,518,114,219,219,266,205,21,20,22,93,1198,1,120,5,0,0,40,4249,264.573,2,97,1040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14 22:00,56,165,165,182,0,459,0,0,261,518,114,216,217,235,258,22,21,21,92,1245,2,118,5,0,0,34,4406,265.237,1,93,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14 23:00,56,157,157,173,0,458,0,0,261,519,114,199,199,176,265,23,22,21,108,1179,1,120,5,0,0,25,4238,263.599,2,96,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15 8:00,56,120,120,150,0,451,0,0,264,519,115,185,185,163,198,19,20,21,134,1206,2,120,5,0,0,76,4129,257.8826667,3,100,1037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15 17:00,56,113,114,148,0,445,0,0,264,518,115,164,164,157,212,20,21,21,137,1316,0,118,5,0,0,125,4233,264.0553333,5,100,1031
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15 18:00,56,113,114,148,0,444,0,0,261,517,115,167,167,158,198,20,21,19,121,1305,1,118,5,0,0,137,4205,263.999,5,100,1030
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15 19:00,56,113,114,148,0,443,0,0,264,519,115,155,155,154,198,20,21,20,80,1290,1,118,5,0,0,136,4125,265.596,5,100,1029
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15 20:00,56,113,114,148,0,441,0,0,265,518,115,150,150,152,200,20,22,20,130,1337,1,119,5,0,0,137,4213,265.953,6,100,1028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15 21:00,56,113,114,148,0,442,0,0,264,519,114,41,41,28,201,19,23,20,286,1365,17,120,5,0,0,137,4073,266.1415,6,100,1027
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15 22:00,56,113,114,148,0,442,0,0,264,518,113,0,0,0,200,18,22,19,216,1205,5,121,5,0,0,137,3716,266.5546667,6,100,1026
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15 23:00,56,12,13,24,0,441,0,0,265,518,107,0,0,0,93,17,20,19,82,949,0,123,5,0,0,137,2881,266.7993333,7,100,1025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-16 8:00,57,0,114,72,0,432,0,0,262,519,117,191,192,192,205,22,21,1,387,1338,22,120,5,0,0,72,4341,270.91,6,90,1021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
