Datetime,WHITBYCGS,PORTLANDS-G1,PORTLANDS-G2,PORTLANDS-G3,Sum_Nuclaer,PICKERINGA-G1,PICKERINGA-G4,PICKERINGB-G5,PICKERINGB-G6,PICKERINGB-G7,PICKERINGB-G8,TADOUGLAS,HALTONHILLS-LT_G1,HALTONHILLS-LT_G2,HALTONHILLS-LT_G3,THOROLDCGS,GTAA-G1,GTAA-G2,GTAA-G3,Sum_Gad_Fired,BECK1,BECK2,BECK2 PGS,DECEWFALLS,DECEWND1,Sum_Hydro,GRAND VALLEY 3,GRANDSF,GRANDWF,Sum_Wind,Sum_Consumption,Temperature,WindSpeed,Humidity,Pressure
2015-01-01 8:00,57,0,0,0,57,511,516,508,515,0,521,110,0,0,0,0,0,0,0,2681,90,975,0,131,20,1216,0,0,143,143,4097,267.5986667,9,100,1028
2015-01-01 17:00,57,0,112,71,240,510,516,507,514,0,519,57,0,0,0,0,0,0,0,2623,90,991,0,120,20,1221,0,0,137,137,4221,269.3006667,9,97,1024
2015-01-01 18:00,57,0,112,71,240,512,517,508,515,0,520,56,0,0,0,0,0,0,0,2628,90,920,0,120,20,1150,0,0,136,136,4154,269.435,9,98,1024
2015-01-01 19:00,57,0,112,71,240,511,516,508,515,0,521,56,0,0,0,0,0,0,0,2627,90,973,0,119,20,1202,0,0,134,134,4203,269.588,9,96,1024
2015-01-01 20:00,57,0,112,72,241,511,516,508,515,0,521,56,0,0,0,0,0,0,0,2627,90,915,0,118,20,1143,0,0,134,134,4145,269.727,9,96,1023
2015-01-01 21:00,57,0,112,72,241,511,517,508,515,0,521,55,0,0,0,0,0,0,0,2627,90,970,0,118,20,1198,0,0,131,131,4197,269.964,9,96,1024
2015-01-01 22:00,57,0,22,17,96,510,516,508,515,0,521,55,0,0,0,0,0,0,0,2625,91,988,0,118,20,1217,0,0,130,130,4068,270.0703333,9,96,1024
2015-01-01 23:00,57,0,0,0,57,510,515,508,515,0,519,56,0,0,0,0,0,0,0,2623,90,942,2,117,20,1171,0,0,126,126,3977,270.2746667,9,96,1024
2015-01-02 8:00,57,0,0,0,57,511,517,508,515,0,520,57,0,0,0,0,0,0,0,2628,91,993,1,119,15,1219,0,0,80,80,3984,271.1423333,7,90,1029
2015-01-02 17:00,57,175,175,202,609,511,517,508,516,0,520,56,0,0,0,98,0,0,0,2726,411,1389,21,112,16,1949,0,0,17,17,5301,271.5676667,5,86,1036
2015-01-02 18:00,57,132,132,171,492,511,518,508,516,0,520,57,0,0,0,199,0,0,0,2829,414,1328,31,112,11,1896,0,0,5,5,5222,271.393,5,87,1037
2015-01-02 19:00,57,124,124,154,459,511,518,508,516,0,521,55,0,0,0,196,0,0,0,2825,408,1389,8,112,10,1927,0,0,2,2,5213,272.0303333,5,83,1036
2015-01-02 20:00,56,113,113,150,432,511,518,508,516,0,521,58,0,0,0,196,0,0,0,2828,397,1409,27,116,10,1959,0,0,0,0,5219,272.0586667,5,83,1037
2015-01-02 21:00,56,12,15,24,107,511,519,509,516,0,518,60,0,0,0,195,0,0,0,2828,356,1394,13,117,10,1890,0,0,0,0,4825,270.855,5,88,1038
2015-01-02 22:00,56,0,0,0,56,511,518,509,514,0,520,60,0,0,0,227,0,0,0,2859,397,1376,16,117,10,1916,0,0,2,2,4833,271.294,5,86,1038
2015-01-02 23:00,56,0,0,0,56,511,518,508,515,0,520,60,0,0,0,223,0,0,0,2855,301,1361,0,116,10,1788,0,0,15,15,4714,270.501,4,89,1039
2015-01-03 8:00,57,0,0,0,57,507,516,508,513,0,519,116,0,0,0,0,0,0,0,2679,106,1204,0,121,4,1435,0,0,35,35,4206,265.718,2,100,1044
2015-01-03 17:00,57,177,142,189,565,506,513,507,511,0,517,116,194,191,236,192,0,0,0,3483,371,1401,10,123,5,1910,0,0,6,6,5964,272.891,5,95,1038
2015-01-03 18:00,56,179,142,192,569,507,514,507,513,0,520,116,196,194,267,11,0,0,0,3345,413,1368,30,122,5,1938,0,0,10,10,5862,273.232,5,95,1037
2015-01-03 19:00,56,114,116,152,438,506,514,507,513,0,520,115,137,136,152,0,0,0,0,3100,379,1360,8,120,5,1872,0,0,17,17,5427,273.221,5,98,1035
2015-01-03 20:00,56,48,52,70,226,505,514,508,514,0,519,115,150,150,154,0,0,0,0,3129,399,1399,24,120,5,1947,0,0,27,27,5329,273.474,5,99,1034
2015-01-03 21:00,56,0,0,0,56,508,514,509,514,0,519,115,132,131,143,0,0,0,0,3085,288,1398,13,120,5,1824,0,0,21,21,4986,274.318,5,98,1033
2015-01-03 22:00,57,0,0,0,57,508,513,509,514,0,521,115,43,43,23,0,0,0,0,2789,86,1334,0,121,6,1547,0,0,6,6,4399,274.374,5,99,1031
2015-01-03 23:00,57,0,0,0,57,510,517,509,515,0,521,115,0,0,0,0,0,0,0,2687,121,1152,0,122,8,1403,0,0,22,22,4169,275.021,5,99,1030
2015-01-04 8:00,57,0,0,0,57,510,518,510,515,0,522,115,0,0,0,0,0,0,0,2690,98,1239,0,126,9,1472,0,0,22,22,4241,276.4476667,0,96,1019
2015-01-04 17:00,57,0,0,0,57,510,516,509,514,0,520,115,135,135,147,0,0,0,0,3101,99,1086,0,134,10,1329,0,0,133,133,4620,278.4533333,4,95,1012
2015-01-04 18:00,57,0,0,0,57,511,519,509,514,0,521,115,133,132,144,0,0,0,0,3098,89,1003,0,133,9,1234,0,0,121,121,4510,276.914,4,95,1014
2015-01-04 19:00,56,0,0,0,56,510,518,509,514,0,521,116,133,132,147,0,0,0,0,3100,95,1014,0,131,5,1245,0,0,125,125,4526,278.4133333,6,93,1013
2015-01-04 20:00,56,0,0,0,56,511,518,509,514,0,519,117,133,132,139,0,0,0,0,3092,94,992,0,120,4,1210,0,0,132,132,4490,277.6336667,7,92,1014
2015-01-04 21:00,56,0,0,0,56,48,517,509,513,0,521,118,133,132,142,0,0,0,0,2633,105,1115,0,119,4,1343,0,0,143,143,4175,276.913,5,97,1016
2015-01-04 22:00,57,0,0,0,57,0,518,508,514,0,520,117,42,42,23,0,0,0,0,2284,98,1155,0,119,4,1376,0,0,141,141,3858,276.1136667,7,94,1016
2015-01-04 23:00,57,0,0,0,57,0,518,509,515,0,521,117,0,0,0,0,0,0,0,2180,97,1121,0,119,4,1341,0,0,142,142,3720,275.3733333,6,97,1018
2015-01-05 8:00,57,0,0,0,57,0,519,509,515,0,520,116,131,130,140,0,0,0,0,2580,84,977,0,125,4,1190,0,0,143,143,3970,267.854,8,100,1030
2015-01-05 17:00,57,118,117,149,441,0,518,509,513,0,515,116,159,159,155,197,1,0,0,2842,296,1337,0,121,5,1759,0,0,109,109,5151,265.2356667,8,100,1038
2015-01-05 18:00,57,112,112,149,430,0,518,509,514,0,515,116,208,208,181,196,16,0,0,2981,410,1283,1,120,5,1819,0,0,62,62,5292,264.858,8,100,1039
2015-01-05 19:00,57,111,111,147,426,0,518,509,515,0,516,115,173,174,165,196,0,0,0,2881,408,1344,6,116,5,1879,0,0,56,56,5242,265.227,8,100,1038
2015-01-05 20:00,56,121,118,151,446,0,518,509,515,0,516,115,202,202,198,195,0,0,0,2970,407,1346,9,117,5,1884,0,0,75,75,5375,265.036,8,100,1039
2015-01-05 21:00,56,136,134,158,484,0,519,509,515,0,516,115,165,165,154,195,0,0,0,2853,407,1327,13,118,5,1870,0,0,93,93,5300,264.477,7,100,1040
2015-01-05 22:00,57,15,114,86,272,0,518,509,513,0,514,116,37,37,26,32,0,0,0,2302,393,1423,33,120,5,1974,0,0,94,94,4642,264.4086667,7,100,1040
2015-01-05 23:00,57,0,16,13,86,0,518,509,514,0,516,115,0,0,0,0,0,0,0,2172,388,1392,21,122,5,1928,0,0,91,91,4277,263.9723333,7,100,1041
2015-01-06 8:00,57,0,0,0,57,0,519,509,516,0,522,115,208,209,195,0,1,0,0,2794,361,1298,67,124,5,1855,0,0,0,0,4706,261.6443333,5,100,1041
2015-01-06 17:00,56,112,112,147,427,0,518,509,515,0,521,115,131,131,139,196,19,22,20,2836,253,1214,0,122,5,1594,0,0,66,66,4923,264.3766667,5,100,1034
2015-01-06 18:00,57,117,117,149,440,0,518,509,515,0,522,115,133,132,141,196,21,25,20,2847,349,1282,0,124,5,1760,0,0,101,101,5148,264.1585,5,100,1034
2015-01-06 19:00,57,115,115,148,435,0,519,509,515,0,522,115,133,132,140,196,16,20,19,2836,314,1286,0,124,5,1729,0,0,113,113,5113,265.0263333,5,100,1032
2015-01-06 20:00,56,112,112,147,427,0,519,509,513,0,520,115,133,132,140,196,14,18,19,2828,118,1270,0,124,5,1517,0,0,133,133,4905,265.0796667,6,100,1032
2015-01-06 21:00,56,112,15,87,270,0,519,509,515,0,522,114,133,132,141,195,14,18,19,2831,328,1323,0,123,5,1779,0,0,137,137,5017,264.8445,6,100,1031
2015-01-06 22:00,56,112,0,72,240,0,520,509,516,0,522,115,34,34,23,31,13,17,19,2353,312,1345,0,123,5,1785,0,0,136,136,4514,264.994,6,100,1030
2015-01-06 23:00,56,112,0,72,240,0,519,509,516,0,522,115,0,0,0,0,13,16,19,2229,158,1137,0,123,5,1423,0,0,139,139,4031,264.855,7,100,1029
2015-01-07 8:00,57,131,131,160,479,0,519,506,513,0,522,115,148,147,145,0,5,18,1,2639,392,1218,0,122,5,1737,0,0,115,115,4970,265.1066667,7,100,1024
2015-01-07 17:00,57,185,184,195,621,0,519,508,509,0,522,115,202,202,210,206,17,20,24,3054,397,1349,16,119,6,1887,0,0,54,54,5616,257.3523333,7,100,1036
2015-01-07 18:00,57,135,135,167,494,0,519,508,509,0,520,113,178,179,203,195,17,20,23,2984,370,1270,26,118,8,1792,0,0,34,34,5304,257.1225,7,100,1037
2015-01-07 19:00,57,157,156,188,558,0,518,508,509,0,522,113,175,176,194,195,17,17,21,2965,403,1343,0,118,8,1872,0,0,33,33,5428,257.2,7,100,1038
2015-01-07 20:00,57,192,190,218,657,0,518,508,509,0,522,112,180,180,211,185,19,19,25,2988,402,1274,0,118,5,1799,0,0,36,36,5480,257.047,7,100,1039
2015-01-07 21:00,57,160,159,178,554,0,519,508,509,0,522,112,198,198,212,3,20,20,25,2846,407,1298,0,117,5,1827,0,0,91,91,5318,256.6435,6,100,1040
2015-01-07 22:00,57,157,156,182,552,0,519,508,510,0,519,111,173,174,191,0,21,20,26,2772,407,1329,0,120,5,1861,0,0,118,118,5303,256.574,6,100,1041
2015-01-07 23:00,57,118,117,150,442,0,519,508,515,0,521,107,155,155,154,0,20,21,21,2696,393,1337,0,119,5,1854,0,0,131,131,5123,256.254,6,100,1042
2015-01-08 8:00,57,146,145,163,511,0,519,509,516,0,522,115,162,162,153,0,16,17,8,2699,406,1263,0,123,5,1797,0,0,73,73,5080,262.168,8,100,1038
2015-01-08 17:00,56,113,113,147,429,0,519,509,516,0,522,113,133,131,139,0,21,21,18,2642,216,1277,0,118,5,1616,0,0,138,138,4825,264.5803333,9,100,1035
2015-01-08 18:00,56,113,113,147,429,0,519,509,516,0,522,115,133,131,139,0,21,21,18,2644,289,1382,0,119,5,1795,0,0,138,138,5006,264.266,9,100,1034
2015-01-08 19:00,57,113,113,147,430,0,519,509,516,0,522,116,137,137,142,0,21,21,18,2658,223,1347,0,118,5,1693,0,0,137,137,4918,265.009,9,100,1033
2015-01-08 20:00,57,120,120,150,447,0,519,509,516,0,521,116,138,138,142,0,21,21,19,2660,402,1336,0,119,5,1862,0,0,137,137,5106,264.959,9,100,1032
2015-01-08 21:00,56,171,171,185,583,0,520,508,516,0,521,115,176,176,185,0,22,22,20,2781,386,1320,2,119,5,1832,0,0,137,137,5333,264.5015,9,100,1032
2015-01-08 22:00,57,13,89,72,231,0,520,507,516,0,522,115,134,133,143,0,22,22,19,2653,292,1346,7,119,5,1769,0,0,137,137,4790,264.5873333,9,100,1031
2015-01-08 23:00,56,0,0,0,56,0,519,507,515,0,522,109,36,36,18,4,23,22,18,2329,81,904,0,122,5,1112,0,0,136,136,3633,264.2656667,9,100,1031
2015-01-09 8:00,57,0,0,0,57,0,520,505,515,20,522,112,134,134,141,0,15,18,1,2637,119,1154,0,121,5,1399,0,0,144,144,4237,264.902,9,100,1020
2015-01-09 17:00,57,0,0,0,57,0,518,510,516,97,522,113,133,133,140,33,19,21,21,2776,390,1355,0,121,5,1871,0,0,95,95,4799,267.7463333,8,100,1024
2015-01-09 18:00,57,0,0,0,57,0,518,490,516,96,521,113,131,130,139,129,22,22,26,2853,381,1335,0,122,5,1843,0,0,98,98,4851,266.844,8,100,1025
2015-01-09 19:00,57,0,0,0,57,0,518,463,516,96,522,113,131,130,138,196,22,22,24,2891,373,1340,0,123,5,1841,0,0,107,107,4896,268.0176667,7,100,1025
2015-01-09 20:00,57,0,0,0,57,0,518,463,513,102,522,114,131,131,137,196,23,22,26,2898,397,1322,1,123,5,1848,0,0,114,114,4917,267.6343333,7,100,1026
2015-01-09 21:00,57,0,0,0,57,0,517,463,515,159,521,114,131,130,138,196,22,21,26,2953,399,1336,4,123,5,1867,0,0,116,116,4993,266.901,8,100,1027
2015-01-09 22:00,57,0,0,0,57,0,518,456,515,171,518,114,131,130,139,196,19,19,19,2945,402,1268,1,123,5,1799,0,0,119,119,4920,266.6343333,7,100,1028
2015-01-09 23:00,57,0,0,0,57,0,518,452,516,174,519,110,31,31,19,196,17,18,18,2619,390,1396,23,126,5,1940,0,0,119,119,4735,266.0176667,8,100,1029
2015-01-10 8:00,57,0,0,0,57,0,520,438,502,165,509,108,0,0,0,0,14,17,14,2287,358,1253,0,114,5,1730,0,0,110,110,4184,261.3076667,7,100,1037
2015-01-10 17:00,0,0,0,0,0,0,518,294,490,159,511,108,159,160,141,0,18,19,21,2598,398,1349,23,121,5,1896,0,0,113,113,4607,264.3156667,8,100,1040
2015-01-10 18:00,0,0,0,0,0,0,514,294,489,161,512,109,135,134,140,0,17,19,19,2543,402,1265,15,121,5,1808,0,0,113,113,4464,264.047,8,100,1040
2015-01-10 19:00,0,0,0,0,0,0,514,294,489,162,513,109,131,130,138,0,14,17,17,2528,394,1255,0,121,5,1775,0,0,114,114,4417,264.789,8,100,1040
2015-01-10 20:00,0,0,0,0,0,0,515,291,489,155,512,109,131,130,140,0,14,18,13,2517,389,1287,0,122,5,1803,0,0,115,115,4435,264.773,8,100,1040
2015-01-10 21:00,0,0,0,0,0,0,514,293,489,153,512,108,131,130,139,0,15,17,13,2514,387,1222,0,121,5,1735,0,0,115,115,4364,264.2005,8,100,1041
2015-01-10 22:00,0,0,0,0,0,0,514,297,493,153,513,108,131,130,140,0,20,18,14,2531,384,1231,0,121,5,1741,0,0,115,115,4387,264.37,8,100,1040
2015-01-10 23:00,0,0,0,0,0,0,518,295,486,148,503,107,131,130,140,0,21,18,15,2512,381,1271,4,121,5,1782,0,0,114,114,4408,263.983,8,100,1041
2015-01-11 8:00,0,0,0,0,0,0,508,301,0,170,513,108,0,0,3,0,20,22,2,1647,288,1428,40,122,5,1883,0,0,0,0,3530,262.4803333,5,100,1044
2015-01-11 17:00,0,0,0,0,0,0,508,314,0,172,511,109,188,188,174,0,19,22,26,2231,357,1205,7,122,5,1696,0,0,0,0,3927,268.7076667,6,98,1042
2015-01-11 18:00,0,0,0,0,0,0,507,315,0,172,513,109,150,150,158,0,19,21,25,2139,353,1150,0,122,5,1630,0,0,0,0,3769,268.7955,5,98,1042
2015-01-11 19:00,0,0,0,0,0,0,506,314,0,172,513,109,131,130,147,0,18,21,22,2083,341,1134,1,121,5,1602,0,0,0,0,3685,269.9653333,5,96,1042
2015-01-11 20:00,0,0,0,0,0,0,506,315,0,173,514,109,131,130,141,0,18,22,17,2076,332,1206,1,120,5,1664,0,0,0,0,3740,270.3236667,5,96,1041
2015-01-11 21:00,0,0,0,0,0,0,505,315,0,172,514,108,131,130,140,0,19,22,16,2072,213,1146,0,120,5,1484,0,0,0,0,3556,269.7885,6,98,1042
2015-01-11 22:00,0,0,0,0,0,0,505,315,0,173,514,109,135,31,88,0,19,22,17,1928,132,1153,0,119,5,1409,0,0,0,0,3337,270.4446667,5,97,1041
2015-01-11 23:00,0,0,0,0,0,0,504,314,0,173,513,109,150,0,72,0,19,22,18,1894,339,1223,0,119,5,1686,0,0,0,0,3580,270.2073333,5,98,1041
2015-01-12 8:00,57,24,25,18,124,0,498,0,0,172,511,116,207,205,241,0,19,24,27,2020,143,725,8,121,5,1002,0,0,0,0,3146,270.0926667,4,97,1038
2015-01-12 17:00,56,112,112,149,429,0,487,0,0,174,520,119,148,148,147,198,20,21,21,2003,90,1373,5,120,5,1593,0,0,54,54,4079,271.141,3,95,1037
2015-01-12 18:00,56,113,112,149,430,0,484,0,0,174,520,118,140,140,145,198,18,20,20,1977,122,1309,4,119,5,1559,0,0,72,72,4038,270.3175,4,95,1038
2015-01-12 19:00,56,113,112,149,430,0,482,0,0,174,520,117,132,131,139,186,20,20,20,1941,69,1376,9,119,5,1578,0,0,74,74,4023,270.984,4,92,1038
2015-01-12 20:00,57,114,113,149,433,0,480,0,0,173,520,117,141,140,143,3,18,20,21,1776,56,1310,6,119,5,1496,0,0,82,82,3787,270.533,4,91,1038
2015-01-12 21:00,57,113,113,149,432,0,480,0,0,174,519,117,174,174,159,0,21,21,24,1863,158,1277,7,119,5,1566,0,0,73,73,3934,269.0455,4,96,1040
2015-01-12 22:00,56,123,123,153,455,0,485,0,0,174,500,117,183,183,165,0,23,22,25,1877,39,1388,19,119,5,1570,0,0,69,69,3971,268.94,5,93,1041
2015-01-12 23:00,56,113,113,149,431,0,486,0,0,174,499,116,132,131,137,0,22,22,23,1742,36,1294,11,119,5,1465,0,0,75,75,3713,267.798,6,96,1042
2015-01-13 8:00,57,131,131,162,481,0,485,0,0,262,518,116,0,184,98,0,23,22,22,1730,92,1173,10,125,5,1405,0,0,35,35,3651,257.0326667,5,100,1053
2015-01-13 17:00,56,126,126,155,463,0,481,0,0,261,518,118,176,178,184,197,20,20,23,2176,51,1278,13,123,5,1470,0,0,30,30,4139,258.658,2,100,1056
2015-01-13 18:00,56,119,118,153,446,0,481,0,0,264,518,117,177,177,182,152,22,21,23,2134,51,1248,11,123,5,1438,0,0,56,56,4074,258.8525,2,100,1055
2015-01-13 19:00,57,162,161,171,551,0,480,0,0,263,518,116,170,170,184,0,23,21,26,1971,52,1244,8,124,5,1433,0,0,67,67,4022,260.3116667,2,100,1055
2015-01-13 20:00,57,147,146,166,516,0,479,0,0,262,518,116,170,170,190,0,22,20,23,1970,52,1187,1,123,5,1368,0,0,69,69,3923,260.8223333,2,100,1054
2015-01-13 21:00,57,113,113,150,433,0,479,0,0,263,518,114,216,216,244,0,19,20,20,2109,52,1076,1,123,5,1257,0,0,67,67,3866,258.978,2,100,1054
2015-01-13 22:00,57,122,121,152,452,0,479,0,0,264,516,113,206,206,222,0,21,20,22,2069,52,1116,2,123,5,1298,0,0,75,75,3894,260.2736667,1,100,1053
2015-01-13 23:00,57,168,167,177,569,0,478,0,0,263,518,112,221,221,212,0,23,22,26,2096,52,1245,0,123,5,1425,0,0,66,66,4156,259.2143333,1,100,1053
2015-01-14 8:00,57,163,162,191,573,0,470,0,0,262,518,110,198,198,167,0,22,23,16,1984,92,1272,11,120,5,1500,0,0,2,2,4059,260.033,3,100,1046
2015-01-14 17:00,56,112,112,148,428,0,464,0,0,264,518,115,143,146,150,198,21,21,19,2059,101,1247,7,123,5,1483,0,0,5,5,3975,265.5953333,1,97,1041
2015-01-14 18:00,56,112,112,148,428,0,463,0,0,262,518,115,138,141,147,198,21,21,19,2043,139,1163,0,122,5,1429,0,0,30,30,3930,264.6455,1,94,1040
2015-01-14 19:00,57,114,113,149,433,0,463,0,0,263,518,114,142,147,148,198,22,21,19,2055,145,1218,4,121,5,1493,0,0,42,42,4023,267.0816667,2,93,1040
2015-01-14 20:00,56,127,127,155,465,0,462,0,0,264,517,114,207,207,224,202,21,21,22,2261,102,1239,6,120,5,1472,0,0,40,40,4238,266.9783333,1,91,1039
2015-01-14 21:00,56,129,128,154,467,0,460,0,0,261,518,114,219,219,266,205,21,20,22,2325,93,1198,1,120,5,1417,0,0,40,40,4249,264.573,2,97,1040
2015-01-14 22:00,56,165,165,182,568,0,459,0,0,261,518,114,216,217,235,258,22,21,21,2342,92,1245,2,118,5,1462,0,0,34,34,4406,265.237,1,93,1039
2015-01-14 23:00,56,157,157,173,543,0,458,0,0,261,519,114,199,199,176,265,23,22,21,2257,108,1179,1,120,5,1413,0,0,25,25,4238,263.599,2,96,1039
2015-01-15 8:00,56,120,120,150,446,0,451,0,0,264,519,115,185,185,163,198,19,20,21,2140,134,1206,2,120,5,1467,0,0,76,76,4129,257.8826667,3,100,1037
2015-01-15 17:00,56,113,114,148,431,0,445,0,0,264,518,115,164,164,157,212,20,21,21,2101,137,1316,0,118,5,1576,0,0,125,125,4233,264.0553333,5,100,1031
2015-01-15 18:00,56,113,114,148,431,0,444,0,0,261,517,115,167,167,158,198,20,21,19,2087,121,1305,1,118,5,1550,0,0,137,137,4205,263.999,5,100,1030
2015-01-15 19:00,56,113,114,148,431,0,443,0,0,264,519,115,155,155,154,198,20,21,20,2064,80,1290,1,118,5,1494,0,0,136,136,4125,265.596,5,100,1029
2015-01-15 20:00,56,113,114,148,431,0,441,0,0,265,518,115,150,150,152,200,20,22,20,2053,130,1337,1,119,5,1592,0,0,137,137,4213,265.953,6,100,1028
2015-01-15 21:00,56,113,114,148,431,0,442,0,0,264,519,114,41,41,28,201,19,23,20,1712,286,1365,17,120,5,1793,0,0,137,137,4073,266.1415,6,100,1027
2015-01-15 22:00,56,113,114,148,431,0,442,0,0,264,518,113,0,0,0,200,18,22,19,1596,216,1205,5,121,5,1552,0,0,137,137,3716,266.5546667,6,100,1026
2015-01-15 23:00,56,12,13,24,105,0,441,0,0,265,518,107,0,0,0,93,17,20,19,1480,82,949,0,123,5,1159,0,0,137,137,2881,266.7993333,7,100,1025
2015-01-16 8:00,57,0,114,72,243,0,432,0,0,262,519,117,191,192,192,205,22,21,1,2154,387,1338,22,120,5,1872,0,0,72,72,4341,270.91,6,90,1021
2015-01-16 17:00,57,130,130,154,471,0,426,0,207,265,519,117,165,165,156,199,22,21,21,2283,270,1404,30,112,5,1821,0,0,37,37,4612,265.6536667,6,99,1031
2015-01-16 18:00,57,163,150,174,544,0,425,0,251,264,519,117,176,177,196,202,23,22,22,2394,260,1294,11,112,5,1682,0,0,41,41,4661,265.265,6,99,1032
2015-01-16 19:00,57,160,148,190,555,0,425,0,252,262,519,117,171,171,184,202,23,22,23,2371,244,1315,1,112,5,1677,0,0,44,44,4647,265.0523333,6,99,1033
2015-01-16 20:00,57,155,139,190,541,0,424,0,252,264,519,117,204,204,202,201,23,22,21,2453,337,1263,3,111,5,1719,0,0,46,46,4759,264.7076667,6,99,1034
2015-01-16 21:00,56,13,125,93,287,0,424,0,252,264,517,117,213,213,191,251,22,21,20,2505,332,1260,5,111,5,1713,0,0,41,41,4546,263.539,5,99,1035
2015-01-16 22:00,57,0,120,73,250,0,423,0,251,262,518,115,195,195,185,262,18,21,19,2464,236,1246,0,112,5,1599,0,0,31,31,4344,263.469,5,100,1036
2015-01-16 23:00,57,0,14,13,84,0,422,0,250,264,518,109,133,133,140,213,15,18,17,2232,86,977,0,111,5,1179,0,0,29,29,3524,262.575,5,100,1037
2015-01-17 8:00,57,0,139,80,276,0,415,0,271,261,517,107,209,209,185,231,22,21,22,2470,101,1374,10,113,5,1603,0,0,48,48,4397,256.1076667,1,100,1040
2015-01-17 17:00,57,116,126,151,450,0,406,0,439,281,517,107,150,151,148,0,18,20,22,2259,124,1261,0,121,5,1511,0,0,143,143,4363,267.9723333,5,87,1033
2015-01-17 18:00,56,125,124,155,460,0,405,0,438,391,516,105,149,149,151,0,19,21,23,2367,173,1233,0,121,5,1532,0,0,135,135,4494,268.7265,5,92,1031
2015-01-17 19:00,57,113,112,148,430,0,406,0,441,430,518,102,132,132,139,0,18,19,21,2358,79,1044,0,120,5,1248,0,0,72,72,4108,270.04,5,82,1029
2015-01-17 20:00,57,113,112,148,430,0,407,0,440,429,519,106,132,132,139,0,17,19,21,2361,79,980,0,117,5,1181,0,0,68,68,4040,270.934,5,83,1028
2015-01-17 21:00,56,30,114,96,296,0,405,0,442,431,519,107,37,37,19,0,6,6,2,2011,79,1159,0,115,5,1358,0,0,68,68,3733,271.9155,6,82,1027
2015-01-17 22:00,56,0,138,82,276,0,405,0,442,428,519,107,0,0,0,0,0,0,0,1901,123,1181,0,114,5,1423,0,0,66,66,3666,272.7803333,6,83,1025
2015-01-17 23:00,56,0,61,42,159,0,406,0,443,430,519,107,0,0,0,0,0,0,0,1905,96,1026,0,114,5,1241,0,0,67,67,3372,273.7326667,6,82,1024
2015-01-18 8:00,0,0,0,0,0,0,396,0,515,441,518,107,0,0,0,0,0,0,0,1977,99,1215,0,116,5,1435,0,0,87,87,3499,277.5356667,8,75,1018
2015-01-18 17:00,57,122,117,150,446,0,394,0,512,502,519,106,0,0,0,197,17,20,14,2281,239,1334,0,118,5,1696,0,0,47,47,4470,276.379,4,89,1018
2015-01-18 18:00,57,136,121,157,471,0,395,0,513,500,520,107,0,0,0,197,18,23,26,2299,353,1344,0,118,5,1820,0,0,58,58,4648,275.6935,4,92,1019
2015-01-18 19:00,57,159,141,184,541,0,396,0,513,501,520,106,0,0,0,232,19,23,26,2336,366,1330,5,117,5,1823,0,0,69,69,4769,276.29,3,88,1018
2015-01-18 20:00,57,125,123,154,459,0,395,0,515,501,519,106,0,0,0,197,19,22,23,2297,364,1353,5,117,5,1844,0,0,75,75,4675,275.925,3,90,1018
2015-01-18 21:00,57,131,128,161,477,0,395,0,513,499,518,106,0,0,0,212,18,21,24,2306,357,1321,1,119,5,1803,0,0,55,55,4641,275.217,3,89,1019
2015-01-18 22:00,57,13,15,26,111,0,395,0,515,501,520,106,0,0,0,94,17,20,21,2189,182,1305,0,120,5,1612,0,0,36,36,3948,274.9663333,3,92,1019
2015-01-18 23:00,57,0,0,0,57,0,396,0,513,502,519,106,0,0,0,0,10,11,5,2062,200,1299,0,120,5,1624,0,0,32,32,3775,274.3726667,3,92,1019
2015-01-19 8:00,57,115,114,148,434,0,395,0,520,502,520,116,130,136,144,196,16,19,18,2712,144,1344,0,61,17,1566,0,0,26,26,4738,271.2246667,4,92,1023
2015-01-19 17:00,57,121,121,151,450,0,395,0,518,509,518,115,132,137,144,196,16,19,20,2719,230,1305,0,60,11,1606,0,0,55,55,4830,268.766,5,94,1027
2015-01-19 18:00,57,122,122,152,453,0,395,0,521,510,520,116,138,141,147,196,20,20,24,2748,341,1319,0,75,5,1740,0,0,35,35,4976,268.5365,5,94,1027
2015-01-19 19:00,57,115,118,149,439,0,395,0,520,510,520,115,127,134,144,196,18,20,19,2718,278,1352,0,117,5,1752,0,0,23,23,4932,268.8703333,5,92,1027
2015-01-19 20:00,57,115,115,148,435,0,395,0,520,509,519,115,127,134,139,195,18,20,19,2710,224,1338,2,117,5,1686,0,0,14,14,4845,268.7816667,5,92,1027
2015-01-19 21:00,57,115,115,148,435,0,394,0,520,509,517,115,130,136,143,195,20,20,21,2720,315,1374,4,119,5,1817,0,0,21,21,4993,267.629,4,96,1027
2015-01-19 22:00,57,11,13,24,105,0,395,0,519,509,520,115,32,36,22,97,19,21,19,2304,216,1366,2,119,5,1708,0,0,19,19,4136,267.895,5,94,1027
2015-01-19 23:00,57,0,0,0,57,0,395,0,520,506,520,109,0,0,0,0,20,19,19,2108,336,1426,9,119,5,1895,0,0,7,7,4067,267.097,4,97,1027
2015-01-20 8:00,56,141,141,162,500,0,395,0,520,506,519,107,207,207,227,196,23,21,23,2951,265,1267,1,113,5,1651,0,0,2,2,5104,262.418,3,100,1029
