Date,Power Demand
07/22/2018,4476.666
07/23/2018,4537.706785714286
07/24/2018,4510.569685714286
07/25/2018,4486.5104190476195
07/26/2018,4493.248419047619
07/27/2018,4610.058285714285
07/28/2018,4610.985285714285
