Date,Power Demand
07/29/2018,4335.70625
08/30/2018,4637.473285714285
08/31/2018,4592.227285714285
08/01/2018,4659.261285714286
08/02/2018,4616.4117857142855
08/03/2018,4616.4117857142855
08/04/2018,4537.706785714286
