datetime,Temp,Supply_MW,Humidity,wind_speed
2017-01-16 7:00,268.07,12,74,3
2017-01-16 8:00,267.82,11,74,3
2017-01-16 9:00,267.32,10,86,4
2017-01-16 10:00,267.07,10,86,4
2017-01-16 11:00,267.32,10,79,4
2017-01-16 12:00,267.32,10,79,4
2017-01-16 13:00,267.08,10,79,5
2017-01-16 14:00,267.76,10,92,4
2017-01-16 15:00,270.35,10,86,1
2017-01-16 16:00,271.96,10,80,4
2017-01-16 17:00,273.36,12,87,5
2017-01-16 18:00,274.77,11,69,4
2017-01-16 19:00,275.57,11,69,4
2017-01-16 20:00,275.97,11,59,3
2017-01-16 21:00,276.36,11,64,4
2017-01-16 22:00,275.76,11,69,5
2017-01-16 23:00,274.76,11,74,2
2017-01-17 0:00,274.13,11,69,3
2017-01-17 1:00,274.15,11,74,3
2017-01-17 2:00,272.53,12,80,3
2017-01-17 3:00,272.72,12,64,2
2017-01-17 4:00,272.34,13,69,1
2017-01-17 5:00,272.17,12,92,1
2017-01-17 6:00,272.59,11,69,1
2017-01-17 7:00,272.11,11,69,1
2017-01-17 8:00,271.79,11,80,1
2017-01-17 9:00,272.11,10,80,3
2017-01-17 10:00,272.03,10,81,3
2017-01-17 11:00,273.58,9,82,5
2017-01-17 12:00,273.16,10,82,7
2017-01-17 13:00,273.74,10,93,9
2017-01-17 14:00,273.74,10,93,10
2017-01-17 15:00,273.97,10,94,5
2017-01-17 16:00,274.14,11,93,14
2017-01-17 17:00,274.13,11,93,14
2017-01-17 18:00,274.37,11,93,12
2017-01-17 19:00,274.36,11,93,12
2017-01-17 20:00,274.56,11,93,12
2017-01-17 21:00,274.58,11,100,11
2017-01-17 22:00,274.78,11,100,10
2017-01-17 23:00,274.77,11,93,11
2017-01-18 0:00,274.58,11,93,8
2017-01-18 1:00,274.56,12,100,3
2017-01-18 2:00,274.56,12,93,5
2017-01-18 3:00,274.75,12,91,2
2017-01-18 4:00,274.4,12,91,3
2017-01-18 5:00,274.37,12,93,1
2017-01-18 6:00,274.13,12,93,2
2017-01-18 7:00,274.38,12,93,2
2017-01-18 8:00,274.38,11,100,2
2017-01-18 9:00,274.38,11,100,2
2017-01-18 10:00,274.38,11,100,3
2017-01-18 11:00,274.61,12,100,3
2017-01-18 12:00,274.86,12,93,3
2017-01-18 13:00,274.94,11,100,2
2017-01-18 14:00,275.17,11,100,2
2017-01-18 15:00,275.73,11,86,4
2017-01-18 16:00,275.75,11,86,3
2017-01-18 17:00,276.13,11,86,5
2017-01-18 18:00,276.36,11,86,3
2017-01-18 19:00,276.16,11,91,2
2017-01-18 20:00,276.15,11,86,5
2017-01-18 21:00,276.54,11,86,4
2017-01-18 22:00,276.15,11,100,2
2017-01-18 23:00,275.96,11,93,4
2017-01-19 0:00,276.15,11,93,4
2017-01-19 1:00,276.15,11,93,5
2017-01-19 2:00,276.15,12,86,5
2017-01-19 3:00,276.15,12,93,6
2017-01-19 4:00,275.89,12,93,5
2017-01-19 5:00,275.89,12,93,6
2017-01-19 6:00,276.39,11,86,3
2017-01-19 7:00,276.15,11,93,2
2017-01-19 8:00,276.15,11,86,4
2017-01-19 9:00,275.89,11,93,4
2017-01-19 10:00,275.64,11,90,4
2017-01-19 11:00,275.63,12,80,4
2017-01-19 12:00,275.42,11,93,3
2017-01-19 13:00,275.13,11,93,2
2017-01-19 14:00,274.75,11,100,3
2017-01-19 15:00,275.35,11,93,3
2017-01-19 16:00,275.54,11,93,3
2017-01-19 17:00,275.76,11,93,2
2017-01-19 18:00,275.98,11,93,1
2017-01-19 19:00,275.76,11,93,1
2017-01-19 20:00,275.55,12,86,3
2017-01-19 21:00,275.55,11,89,2
2017-01-19 22:00,275.74,11,86,5
2017-01-19 23:00,275.13,11,86,3
2017-01-20 0:00,275.15,11,86,2
2017-01-20 1:00,274.76,11,100,1
2017-01-20 2:00,274.95,12,100,1
2017-01-20 3:00,274.74,12,93,2
2017-01-20 4:00,274.66,12,81,1
2017-01-20 5:00,274.66,12,80,2
2017-01-20 6:00,274.66,11,80,1
2017-01-20 7:00,274.66,11,80,1
2017-01-20 8:00,274.66,11,79,1
2017-01-20 9:00,274.66,11,79,2
2017-01-20 10:00,274.64,11,93,2
2017-01-20 11:00,274.65,11,78,2
2017-01-20 12:00,274.66,11,78,1
2017-01-20 13:00,274.74,11,86,2
2017-01-20 14:00,275.34,11,93,4
2017-01-20 15:00,275.74,11,86,3
2017-01-20 16:00,275.74,11,86,5
2017-01-20 17:00,276.35,11,86,5
2017-01-20 18:00,276.36,11,86,5
2017-01-20 19:00,276.55,11,86,6
2017-01-20 20:00,276.75,11,86,4
2017-01-20 21:00,277.15,11,93,5
2017-01-20 22:00,276.98,11,93,6
2017-01-20 23:00,276.96,12,93,5
2017-01-21 0:00,276.55,11,100,2
2017-01-21 1:00,276.54,11,93,5
2017-01-21 2:00,276.15,12,100,6
2017-01-21 3:00,276.37,12,93,2
2017-01-21 4:00,275.91,12,93,1
2017-01-21 5:00,275.91,12,100,1
2017-01-21 6:00,275.92,12,100,3
2017-01-21 7:00,275.64,12,100,1
2017-01-21 8:00,275.88,12,100,2
2017-01-21 9:00,275.88,12,100,3
2017-01-21 10:00,275.65,12,93,4
2017-01-21 11:00,275.59,12,93,5
2017-01-21 12:00,275.9,12,100,1
2017-01-21 13:00,276.14,12,100,1
2017-01-21 14:00,276.11,12,93,1
2017-01-21 15:00,276.53,12,93,2
2017-01-21 16:00,277.21,12,100,1
2017-01-21 17:00,277.39,12,100,1
2017-01-21 18:00,277.78,12,100,1
2017-01-21 19:00,277.76,12,100,4
2017-01-21 20:00,278.77,12,100,4
2017-01-21 21:00,278.81,12,93,2
2017-01-21 22:00,277.56,12,93,1
2017-01-21 23:00,277.34,12,100,4
2017-01-22 0:00,277.55,12,93,2
2017-01-22 1:00,277.33,12,93,1
2017-01-22 2:00,277.12,12,100,2
2017-01-22 3:00,276.92,12,100,4
2017-01-22 4:00,276.63,12,100,1
2017-01-22 5:00,276.35,12,100,2
2017-01-22 6:00,276.4,12,100,4
2017-01-22 7:00,276.36,12,93,3
2017-01-22 8:00,276.9,12,93,3
2017-01-22 9:00,277.41,12,93,3
2017-01-22 10:00,277.39,12,100,1
2017-01-22 11:00,276.92,12,100,4
2017-01-22 12:00,276.89,12,93,3
2017-01-22 13:00,276.34,12,100,2
2017-01-22 14:00,276.15,12,100,5
2017-01-22 15:00,276.74,11,100,6
2017-01-22 16:00,277.34,12,100,4
2017-01-22 17:00,277.57,12,93,3
2017-01-22 18:00,277.78,12,93,7
2017-01-22 19:00,277.78,11,100,4
2017-01-22 20:00,278.2,12,100,8
2017-01-22 21:00,278.57,12,93,8
2017-01-22 22:00,278.56,12,86,8
2017-01-22 23:00,278.36,12,86,6
2017-01-23 0:00,277.74,12,86,3
2017-01-23 1:00,277.75,12,86,9
2017-01-23 2:00,277.15,12,80,7
2017-01-23 3:00,276.54,12,86,4
2017-01-23 4:00,276.15,12,97,3
2017-01-23 5:00,275.93,12,80,5
2017-01-23 6:00,275.66,11,94,3
2017-01-23 7:00,275.16,11,94,3
2017-01-23 8:00,275.11,11,86,8
2017-01-23 9:00,274.92,11,94,3
2017-01-23 10:00,274.92,11,94,3
2017-01-23 11:00,274.92,11,93,4
2017-01-23 12:00,274.91,11,93,4
2017-01-23 13:00,275.35,11,100,12
2017-01-23 14:00,275.36,11,93,5
2017-01-23 15:00,275.58,11,93,3
2017-01-23 16:00,275.97,12,100,4
2017-01-23 17:00,276.38,11,93,10
2017-01-23 18:00,276.76,11,80,5
2017-01-23 19:00,277.17,11,86,10
2017-01-23 20:00,276.96,11,75,6
2017-01-23 21:00,277.58,11,80,11
2017-01-23 22:00,277.36,11,80,10
2017-01-23 23:00,276.15,11,86,9
2017-01-24 0:00,276.15,11,86,9
2017-01-24 1:00,275.75,11,86,9
2017-01-24 2:00,275.56,12,80,5
2017-01-24 3:00,275.34,12,81,7
2017-01-24 4:00,274.65,12,80,4
2017-01-24 5:00,274.64,12,80,9
2017-01-24 6:00,273.63,11,80,8
2017-01-24 7:00,273.64,11,80,6
2017-01-24 8:00,273.14,11,80,5
2017-01-24 9:00,273.14,11,74,4
2017-01-24 10:00,272.88,11,69,5
2017-01-24 11:00,272.88,11,69,4
2017-01-24 12:00,272.88,11,69,4
2017-01-24 13:00,273.18,11,80,3
2017-01-24 14:00,273.15,11,69,3
2017-01-24 15:00,272.657,11,90,3
2017-01-24 16:00,272.657,12,90,3
2017-01-24 17:00,273.489,11,89,2
2017-01-24 18:00,273.489,11,89,2
2017-01-24 19:00,273.489,11,89,2
2017-01-24 20:00,273.59,11,89,2
2017-01-24 21:00,273.59,11,89,2
2017-01-24 22:00,273.59,11,89,2
2017-01-24 23:00,272.758,11,89,3
2017-01-25 0:00,272.758,11,89,3
2017-01-25 1:00,272.758,11,89,3
2017-01-25 2:00,271.316,11,93,3
2017-01-25 3:00,271.316,12,93,3
2017-01-25 4:00,271.316,12,93,3
2017-01-25 5:00,269.788,11,91,3
2017-01-25 6:00,269.788,11,91,3
2017-01-25 7:00,269.788,11,91,3
2017-01-25 8:00,269.749,11,88,3
2017-01-25 9:00,269.749,11,88,3
2017-01-25 10:00,269.749,11,88,3
